brand,category,launch_year,sale_year,age_at_sale,condition,condition_score,new_price_inr,resale_price_inr
Sony,Lens,2019,2024,5,Excellent,4,44990,11500
Sony,Lens,2019,2024,5,Good,3,44990,11000
Sony,Lens,2019,2024,5,Fair,2,44990,6500
Sony,Lens,2019,2024,5,For Parts,1,44990,3000
Sony,Lens,2019,2025,6,Excellent,4,44990,10000
Sony,Lens,2019,2025,6,Good,3,44990,7500
Sony,Lens,2019,2025,6,Fair,2,44990,5500
Sony,Lens,2019,2025,6,For Parts,1,44990,2500
Sony,Lens,2017,2021,4,Excellent,4,24990,8000
Sony,Lens,2017,2021,4,Good,3,24990,6000
Sony,Lens,2017,2021,4,Fair,2,24990,4500
Sony,Lens,2017,2021,4,For Parts,1,24990,2000
Sony,Lens,2017,2022,5,Excellent,4,24990,7000
Sony,Lens,2017,2022,5,Good,3,24990,5500
Sony,Lens,2017,2022,5,Fair,2,24990,4000
Sony,Lens,2017,2022,5,For Parts,1,24990,1500
Sony,Lens,2017,2023,6,Excellent,4,24990,5500
Sony,Lens,2017,2023,6,Good,3,24990,4500
Sony,Lens,2017,2023,6,Fair,2,24990,3000
Sony,Lens,2017,2023,6,For Parts,1,24990,1500
Sony,Lens,2017,2024,7,Excellent,4,24990,4500
Sony,Lens,2017,2024,7,Good,3,24990,4500
Sony,Lens,2017,2024,7,Fair,2,24990,2500
Sony,Lens,2017,2024,7,For Parts,1,24990,1500
Sony,Lens,2017,2025,8,Excellent,4,24990,4000
Sony,Lens,2017,2025,8,Good,3,24990,3500
Sony,Lens,2017,2025,8,Fair,2,24990,2500
Sony,Lens,2017,2025,8,For Parts,1,24990,1000
Canon,Lens,2020,2021,1,New (Open Box),6,109990,78500
Canon,Lens,2020,2021,1,Like New,5,109990,71500
Canon,Lens,2020,2021,1,Excellent,4,109990,56500
Canon,Lens,2020,2021,1,Good,3,109990,46500
Canon,Lens,2020,2021,1,Fair,2,109990,29000
Canon,Lens,2020,2022,2,Excellent,4,109990,47000
Canon,Lens,2020,2022,2,Good,3,109990,40500
Canon,Lens,2020,2022,2,Fair,2,109990,27500
Canon,Lens,2020,2022,2,For Parts,1,109990,12500
Canon,Lens,2020,2023,3,Excellent,4,109990,42500
Canon,Lens,2020,2023,3,Good,3,109990,33500
Canon,Lens,2020,2023,3,Fair,2,109990,24000
Canon,Lens,2020,2023,3,For Parts,1,109990,11000
Canon,Lens,2020,2024,4,Excellent,4,109990,33500
Canon,Lens,2020,2024,4,Good,3,109990,28500
Canon,Lens,2020,2024,4,Fair,2,109990,16000
Canon,Lens,2020,2024,4,For Parts,1,109990,9500
Canon,Lens,2020,2025,5,Excellent,4,109990,23000
Canon,Lens,2020,2025,5,Good,3,109990,21000
Canon,Lens,2020,2025,5,Fair,2,109990,16500
Canon,Lens,2020,2025,5,For Parts,1,109990,8000
Canon,Lens,2019,2021,2,Excellent,4,79990,32000
Canon,Lens,2019,2021,2,Good,3,79990,26500
Canon,Lens,2019,2021,2,Fair,2,79990,20500
Canon,Lens,2019,2021,2,For Parts,1,79990,9000
Canon,Lens,2019,2022,3,Excellent,4,79990,33500
Canon,Lens,2019,2022,3,Good,3,79990,24000
Canon,Lens,2019,2022,3,Fair,2,79990,17000
Canon,Lens,2019,2022,3,For Parts,1,79990,8500
Canon,Lens,2019,2023,4,Excellent,4,79990,25000
Canon,Lens,2019,2023,4,Good,3,79990,19000
Canon,Lens,2019,2023,4,Fair,2,79990,14000
Canon,Lens,2019,2023,4,For Parts,1,79990,6500
Canon,Lens,2019,2024,5,Excellent,4,79990,19500
Canon,Lens,2019,2024,5,Good,3,79990,17000
Canon,Lens,2019,2024,5,Fair,2,79990,11500
Canon,Lens,2019,2024,5,For Parts,1,79990,6000
Canon,Lens,2019,2025,6,Excellent,4,79990,18000
Canon,Lens,2019,2025,6,Good,3,79990,14500
Canon,Lens,2019,2025,6,Fair,2,79990,10000
Canon,Lens,2019,2025,6,For Parts,1,79990,5000
Canon,Lens,2021,2021,0,New (Open Box),6,149990,123000
Canon,Lens,2021,2021,0,Like New,5,149990,99500
Canon,Lens,2021,2021,0,Excellent,4,149990,84000
Canon,Lens,2021,2021,0,Good,3,149990,77500
Canon,Lens,2021,2021,0,Fair,2,149990,49000
Canon,Lens,2021,2022,1,New (Open Box),6,149990,91500
Canon,Lens,2021,2022,1,Like New,5,149990,91000
Canon,Lens,2021,2022,1,Excellent,4,149990,77500
Canon,Lens,2021,2022,1,Good,3,149990,55500
Canon,Lens,2021,2022,1,Fair,2,149990,43000
Canon,Lens,2021,2023,2,Excellent,4,149990,67000
Canon,Lens,2021,2023,2,Good,3,149990,53000
Canon,Lens,2021,2023,2,Fair,2,149990,37500
Canon,Lens,2021,2023,2,For Parts,1,149990,15500
Canon,Lens,2021,2024,3,Excellent,4,149990,56000
Canon,Lens,2021,2024,3,Good,3,149990,43500
Canon,Lens,2021,2024,3,Fair,2,149990,30000
Canon,Lens,2021,2024,3,For Parts,1,149990,15500
Canon,Lens,2021,2025,4,Excellent,4,149990,51000
Canon,Lens,2021,2025,4,Good,3,149990,42000
Canon,Lens,2021,2025,4,Fair,2,149990,28500
Canon,Lens,2021,2025,4,For Parts,1,149990,12500
Canon,Lens,2022,2022,0,New (Open Box),6,39990,32500
Canon,Lens,2022,2022,0,Like New,5,39990,29500
Canon,Lens,2022,2022,0,Excellent,4,39990,24000
Canon,Lens,2022,2022,0,Good,3,39990,19500
Canon,Lens,2022,2022,0,Fair,2,39990,14000
Canon,Lens,2022,2023,1,New (Open Box),6,39990,26500
Canon,Lens,2022,2023,1,Like New,5,39990,22500
Canon,Lens,2022,2023,1,Excellent,4,39990,19500
Canon,Lens,2022,2023,1,Good,3,39990,17000
Canon,Lens,2022,2023,1,Fair,2,39990,11000
Canon,Lens,2022,2024,2,Excellent,4,39990,17500
Canon,Lens,2022,2024,2,Good,3,39990,14500
Canon,Lens,2022,2024,2,Fair,2,39990,9500
Canon,Lens,2022,2024,2,For Parts,1,39990,4500
Canon,Lens,2022,2025,3,Excellent,4,39990,15000
Canon,Lens,2022,2025,3,Good,3,39990,11000
Canon,Lens,2022,2025,3,Fair,2,39990,9000
Canon,Lens,2022,2025,3,For Parts,1,39990,4000
Canon,Lens,2020,2021,1,New (Open Box),6,54990,33000
Canon,Lens,2020,2021,1,Like New,5,54990,30500
Canon,Lens,2020,2021,1,Excellent,4,54990,26000
Canon,Lens,2020,2021,1,Good,3,54990,22500
Canon,Lens,2020,2021,1,Fair,2,54990,15000
Canon,Lens,2020,2022,2,Excellent,4,54990,23000
Canon,Lens,2020,2022,2,Good,3,54990,20000
Canon,Lens,2020,2022,2,Fair,2,54990,13500
Canon,Lens,2020,2022,2,For Parts,1,54990,6500
Canon,Lens,2020,2023,3,Excellent,4,54990,20500
Canon,Lens,2020,2023,3,Good,3,54990,17000
Canon,Lens,2020,2023,3,Fair,2,54990,10000
Canon,Lens,2020,2023,3,For Parts,1,54990,5000
Canon,Lens,2020,2024,4,Excellent,4,54990,15000
Canon,Lens,2020,2024,4,Good,3,54990,14000
Canon,Lens,2020,2024,4,Fair,2,54990,9500
Canon,Lens,2020,2024,4,For Parts,1,54990,5000
Canon,Lens,2020,2025,5,Excellent,4,54990,15500
Canon,Lens,2020,2025,5,Good,3,54990,12000
Canon,Lens,2020,2025,5,Fair,2,54990,8000
Canon,Lens,2020,2025,5,For Parts,1,54990,4000
Canon,Lens,2018,2021,3,Excellent,4,44990,16000
Canon,Lens,2018,2021,3,Good,3,44990,13500
Canon,Lens,2018,2021,3,Fair,2,44990,10000
Canon,Lens,2018,2021,3,For Parts,1,44990,4000
Canon,Lens,2018,2022,4,Excellent,4,44990,15000
Canon,Lens,2018,2022,4,Good,3,44990,12000
Canon,Lens,2018,2022,4,Fair,2,44990,7500
Canon,Lens,2018,2022,4,For Parts,1,44990,4000
Canon,Lens,2018,2023,5,Excellent,4,44990,12500
Canon,Lens,2018,2023,5,Good,3,44990,9500
Canon,Lens,2018,2023,5,Fair,2,44990,6500
Canon,Lens,2018,2023,5,For Parts,1,44990,3000
Canon,Lens,2018,2024,6,Excellent,4,44990,10000
Canon,Lens,2018,2024,6,Good,3,44990,8500
Canon,Lens,2018,2024,6,Fair,2,44990,5500
Canon,Lens,2018,2024,6,For Parts,1,44990,2500
Canon,Lens,2018,2025,7,Excellent,4,44990,8000
Canon,Lens,2018,2025,7,Good,3,44990,7000
Canon,Lens,2018,2025,7,Fair,2,44990,5000
Canon,Lens,2018,2025,7,For Parts,1,44990,2500
Canon,Lens,2017,2021,4,Excellent,4,34990,10000
Canon,Lens,2017,2021,4,Good,3,34990,9500
Canon,Lens,2017,2021,4,Fair,2,34990,6000
Canon,Lens,2017,2021,4,For Parts,1,34990,3000
Canon,Lens,2017,2022,5,Excellent,4,34990,9500
Canon,Lens,2017,2022,5,Good,3,34990,7500
Canon,Lens,2017,2022,5,Fair,2,34990,5000
Canon,Lens,2017,2022,5,For Parts,1,34990,2500
Canon,Lens,2017,2023,6,Excellent,4,34990,7500
Canon,Lens,2017,2023,6,Good,3,34990,7000
Canon,Lens,2017,2023,6,Fair,2,34990,4000
Canon,Lens,2017,2023,6,For Parts,1,34990,2000
Canon,Lens,2017,2024,7,Excellent,4,34990,6000
Canon,Lens,2017,2024,7,Good,3,34990,5500
Canon,Lens,2017,2024,7,Fair,2,34990,4000
Canon,Lens,2017,2024,7,For Parts,1,34990,2000
Canon,Lens,2017,2025,8,Excellent,4,34990,6000
Canon,Lens,2017,2025,8,Good,3,34990,4500
Canon,Lens,2017,2025,8,Fair,2,34990,3500
Canon,Lens,2017,2025,8,For Parts,1,34990,1500
Nikon,Lens,2021,2021,0,New (Open Box),6,84990,63500
Nikon,Lens,2021,2021,0,Like New,5,84990,60500
Nikon,Lens,2021,2021,0,Excellent,4,84990,55000
Nikon,Lens,2021,2021,0,Good,3,84990,48000
Nikon,Lens,2021,2021,0,Fair,2,84990,27500
Nikon,Lens,2021,2022,1,New (Open Box),6,84990,61500
Nikon,Lens,2021,2022,1,Like New,5,84990,51000
Nikon,Lens,2021,2022,1,Excellent,4,84990,42500
Nikon,Lens,2021,2022,1,Good,3,84990,35500
Nikon,Lens,2021,2022,1,Fair,2,84990,24000
Nikon,Lens,2021,2023,2,Excellent,4,84990,36500
Nikon,Lens,2021,2023,2,Good,3,84990,28500
Nikon,Lens,2021,2023,2,Fair,2,84990,18500
Nikon,Lens,2021,2023,2,For Parts,1,84990,8500
Nikon,Lens,2021,2024,3,Excellent,4,84990,32500
Nikon,Lens,2021,2024,3,Good,3,84990,25000
Nikon,Lens,2021,2024,3,Fair,2,84990,17000
Nikon,Lens,2021,2024,3,For Parts,1,84990,8500
Nikon,Lens,2021,2025,4,Excellent,4,84990,28000
Nikon,Lens,2021,2025,4,Good,3,84990,21500
Nikon,Lens,2021,2025,4,Fair,2,84990,14500
Nikon,Lens,2021,2025,4,For Parts,1,84990,7500
Nikon,Lens,2020,2021,1,New (Open Box),6,59990,43500
Nikon,Lens,2020,2021,1,Like New,5,59990,36500
Nikon,Lens,2020,2021,1,Excellent,4,59990,32000
Nikon,Lens,2020,2021,1,Good,3,59990,26000
Nikon,Lens,2020,2021,1,Fair,2,59990,18000
Nikon,Lens,2020,2022,2,Excellent,4,59990,26500
Nikon,Lens,2020,2022,2,Good,3,59990,21500
Nikon,Lens,2020,2022,2,Fair,2,59990,15000
Nikon,Lens,2020,2022,2,For Parts,1,59990,6500
Nikon,Lens,2020,2023,3,Excellent,4,59990,23000
Nikon,Lens,2020,2023,3,Good,3,59990,16500
Nikon,Lens,2020,2023,3,Fair,2,59990,11500
Nikon,Lens,2020,2023,3,For Parts,1,59990,6500
Nikon,Lens,2020,2024,4,Excellent,4,59990,19500
Nikon,Lens,2020,2024,4,Good,3,59990,16500
Nikon,Lens,2020,2024,4,Fair,2,59990,10500
Nikon,Lens,2020,2024,4,For Parts,1,59990,4500
Nikon,Lens,2020,2025,5,Excellent,4,59990,15500
Nikon,Lens,2020,2025,5,Good,3,59990,13000
Nikon,Lens,2020,2025,5,Fair,2,59990,9000
Nikon,Lens,2020,2025,5,For Parts,1,59990,4500
Nikon,Lens,2022,2022,0,New (Open Box),6,99990,77500
Nikon,Lens,2022,2022,0,Like New,5,99990,72000
Nikon,Lens,2022,2022,0,Excellent,4,99990,56500
Nikon,Lens,2022,2022,0,Good,3,99990,49500
Nikon,Lens,2022,2022,0,Fair,2,99990,33500
Nikon,Lens,2022,2023,1,New (Open Box),6,99990,63500
Nikon,Lens,2022,2023,1,Like New,5,99990,58500
Nikon,Lens,2022,2023,1,Excellent,4,99990,50000
Nikon,Lens,2022,2023,1,Good,3,99990,40000
Nikon,Lens,2022,2023,1,Fair,2,99990,31000
Nikon,Lens,2022,2024,2,Excellent,4,99990,42500
Nikon,Lens,2022,2024,2,Good,3,99990,34000
Nikon,Lens,2022,2024,2,Fair,2,99990,21000
Nikon,Lens,2022,2024,2,For Parts,1,99990,10500
Nikon,Lens,2022,2025,3,Excellent,4,99990,36000
Nikon,Lens,2022,2025,3,Good,3,99990,28500
Nikon,Lens,2022,2025,3,Fair,2,99990,22000
Nikon,Lens,2022,2025,3,For Parts,1,99990,9500
Nikon,Lens,2019,2021,2,Excellent,4,44990,21000
Nikon,Lens,2019,2021,2,Good,3,44990,15500
Nikon,Lens,2019,2021,2,Fair,2,44990,11000
Nikon,Lens,2019,2021,2,For Parts,1,44990,5000
Nikon,Lens,2019,2022,3,Excellent,4,44990,16500
Nikon,Lens,2019,2022,3,Good,3,44990,14500
Nikon,Lens,2019,2022,3,Fair,2,44990,8000
Nikon,Lens,2019,2022,3,For Parts,1,44990,4000
Nikon,Lens,2019,2023,4,Excellent,4,44990,13500
Nikon,Lens,2019,2023,4,Good,3,44990,11500
Nikon,Lens,2019,2023,4,Fair,2,44990,8000
Nikon,Lens,2019,2023,4,For Parts,1,44990,4000
Nikon,Lens,2019,2024,5,Excellent,4,44990,11500
Nikon,Lens,2019,2024,5,Good,3,44990,10000
Nikon,Lens,2019,2024,5,Fair,2,44990,7000
Nikon,Lens,2019,2024,5,For Parts,1,44990,3000
Nikon,Lens,2019,2025,6,Excellent,4,44990,10500
Nikon,Lens,2019,2025,6,Good,3,44990,8500
Nikon,Lens,2019,2025,6,Fair,2,44990,5500
Nikon,Lens,2019,2025,6,For Parts,1,44990,3000
Nikon,Lens,2018,2021,3,Excellent,4,54990,20500
Nikon,Lens,2018,2021,3,Good,3,54990,16500
Nikon,Lens,2018,2021,3,Fair,2,54990,12500
Nikon,Lens,2018,2021,3,For Parts,1,54990,4500
Nikon,Lens,2018,2022,4,Excellent,4,54990,15500
Nikon,Lens,2018,2022,4,Good,3,54990,13000
Nikon,Lens,2018,2022,4,Fair,2,54990,9500
Nikon,Lens,2018,2022,4,For Parts,1,54990,4500
Nikon,Lens,2018,2023,5,Excellent,4,54990,13500
Nikon,Lens,2018,2023,5,Good,3,54990,11000
Nikon,Lens,2018,2023,5,Fair,2,54990,7500
Nikon,Lens,2018,2023,5,For Parts,1,54990,4500
Nikon,Lens,2018,2024,6,Excellent,4,54990,13500
Nikon,Lens,2018,2024,6,Good,3,54990,9500
Nikon,Lens,2018,2024,6,Fair,2,54990,6500
Nikon,Lens,2018,2024,6,For Parts,1,54990,3000
Nikon,Lens,2018,2025,7,Excellent,4,54990,9500
Nikon,Lens,2018,2025,7,Good,3,54990,8500
Nikon,Lens,2018,2025,7,Fair,2,54990,5500
Nikon,Lens,2018,2025,7,For Parts,1,54990,3000
Fujifilm,Lens,2021,2021,0,New (Open Box),6,74990,53500
Fujifilm,Lens,2021,2021,0,Like New,5,74990,50500
Fujifilm,Lens,2021,2021,0,Excellent,4,74990,45500
Fujifilm,Lens,2021,2021,0,Good,3,74990,37000
Fujifilm,Lens,2021,2021,0,Fair,2,74990,25500
Fujifilm,Lens,2021,2022,1,New (Open Box),6,74990,46000
Fujifilm,Lens,2021,2022,1,Like New,5,74990,46500
Fujifilm,Lens,2021,2022,1,Excellent,4,74990,36000
Fujifilm,Lens,2021,2022,1,Good,3,74990,31500
Fujifilm,Lens,2021,2022,1,Fair,2,74990,21000
Fujifilm,Lens,2021,2023,2,Excellent,4,74990,29500
Fujifilm,Lens,2021,2023,2,Good,3,74990,25500
Fujifilm,Lens,2021,2023,2,Fair,2,74990,18500
Fujifilm,Lens,2021,2023,2,For Parts,1,74990,9000
Fujifilm,Lens,2021,2024,3,Excellent,4,74990,27500
Fujifilm,Lens,2021,2024,3,Good,3,74990,24500
Fujifilm,Lens,2021,2024,3,Fair,2,74990,16500
Fujifilm,Lens,2021,2024,3,For Parts,1,74990,7000
Fujifilm,Lens,2021,2025,4,Excellent,4,74990,24500
Fujifilm,Lens,2021,2025,4,Good,3,74990,21000
Fujifilm,Lens,2021,2025,4,Fair,2,74990,14500
Fujifilm,Lens,2021,2025,4,For Parts,1,74990,6000
Fujifilm,Lens,2019,2021,2,Excellent,4,54990,22000
Fujifilm,Lens,2019,2021,2,Good,3,54990,21000
Fujifilm,Lens,2019,2021,2,Fair,2,54990,12500
Fujifilm,Lens,2019,2021,2,For Parts,1,54990,5500
Fujifilm,Lens,2019,2022,3,Excellent,4,54990,19500
Fujifilm,Lens,2019,2022,3,Good,3,54990,16500
Fujifilm,Lens,2019,2022,3,Fair,2,54990,11000
Fujifilm,Lens,2019,2022,3,For Parts,1,54990,5000
Fujifilm,Lens,2019,2023,4,Excellent,4,54990,16500
Fujifilm,Lens,2019,2023,4,Good,3,54990,13500
Fujifilm,Lens,2019,2023,4,Fair,2,54990,9000
Fujifilm,Lens,2019,2023,4,For Parts,1,54990,5000
Fujifilm,Lens,2019,2024,5,Excellent,4,54990,15000
Fujifilm,Lens,2019,2024,5,Good,3,54990,12500
Fujifilm,Lens,2019,2024,5,Fair,2,54990,8000
Fujifilm,Lens,2019,2024,5,For Parts,1,54990,4000
Fujifilm,Lens,2019,2025,6,Excellent,4,54990,12000
Fujifilm,Lens,2019,2025,6,Good,3,54990,8500
Fujifilm,Lens,2019,2025,6,Fair,2,54990,6500
Fujifilm,Lens,2019,2025,6,For Parts,1,54990,3000
Fujifilm,Lens,2022,2022,0,New (Open Box),6,44990,31000
Fujifilm,Lens,2022,2022,0,Like New,5,44990,29500
Fujifilm,Lens,2022,2022,0,Excellent,4,44990,29000
Fujifilm,Lens,2022,2022,0,Good,3,44990,21500
Fujifilm,Lens,2022,2022,0,Fair,2,44990,16000
Fujifilm,Lens,2022,2023,1,New (Open Box),6,44990,30500
Fujifilm,Lens,2022,2023,1,Like New,5,44990,28000
Fujifilm,Lens,2022,2023,1,Excellent,4,44990,21500
Fujifilm,Lens,2022,2023,1,Good,3,44990,19000
Fujifilm,Lens,2022,2023,1,Fair,2,44990,13000
Fujifilm,Lens,2022,2024,2,Excellent,4,44990,18500
Fujifilm,Lens,2022,2024,2,Good,3,44990,16000
Fujifilm,Lens,2022,2024,2,Fair,2,44990,11000
Fujifilm,Lens,2022,2024,2,For Parts,1,44990,5000
Fujifilm,Lens,2022,2025,3,Excellent,4,44990,15500
Fujifilm,Lens,2022,2025,3,Good,3,44990,12500
Fujifilm,Lens,2022,2025,3,Fair,2,44990,9500
Fujifilm,Lens,2022,2025,3,For Parts,1,44990,4500
Fujifilm,Lens,2018,2021,3,Excellent,4,34990,12000
Fujifilm,Lens,2018,2021,3,Good,3,34990,10500
Fujifilm,Lens,2018,2021,3,Fair,2,34990,7500
Fujifilm,Lens,2018,2021,3,For Parts,1,34990,3500
Fujifilm,Lens,2018,2022,4,Excellent,4,34990,12000
Fujifilm,Lens,2018,2022,4,Good,3,34990,9500
Fujifilm,Lens,2018,2022,4,Fair,2,34990,5500
Fujifilm,Lens,2018,2022,4,For Parts,1,34990,3000
Fujifilm,Lens,2018,2023,5,Excellent,4,34990,9000
Fujifilm,Lens,2018,2023,5,Good,3,34990,8000
Fujifilm,Lens,2018,2023,5,Fair,2,34990,5000
Fujifilm,Lens,2018,2023,5,For Parts,1,34990,2500
Fujifilm,Lens,2018,2024,6,Excellent,4,34990,7000
Fujifilm,Lens,2018,2024,6,Good,3,34990,6500
Fujifilm,Lens,2018,2024,6,Fair,2,34990,4000
Fujifilm,Lens,2018,2024,6,For Parts,1,34990,2000
Fujifilm,Lens,2018,2025,7,Excellent,4,34990,7500
Fujifilm,Lens,2018,2025,7,Good,3,34990,5000
Fujifilm,Lens,2018,2025,7,Fair,2,34990,4000
Fujifilm,Lens,2018,2025,7,For Parts,1,34990,1500
Fujifilm,Lens,2017,2021,4,Excellent,4,29990,9000
Fujifilm,Lens,2017,2021,4,Good,3,29990,8000
Fujifilm,Lens,2017,2021,4,Fair,2,29990,5000
Fujifilm,Lens,2017,2021,4,For Parts,1,29990,2500
Fujifilm,Lens,2017,2022,5,Excellent,4,29990,7500
Fujifilm,Lens,2017,2022,5,Good,3,29990,7000
Fujifilm,Lens,2017,2022,5,Fair,2,29990,4500
Fujifilm,Lens,2017,2022,5,For Parts,1,29990,2000
Fujifilm,Lens,2017,2023,6,Excellent,4,29990,6500
Fujifilm,Lens,2017,2023,6,Good,3,29990,5500
Fujifilm,Lens,2017,2023,6,Fair,2,29990,3500
Fujifilm,Lens,2017,2023,6,For Parts,1,29990,1500
Fujifilm,Lens,2017,2024,7,Excellent,4,29990,6000
Fujifilm,Lens,2017,2024,7,Good,3,29990,5000
Fujifilm,Lens,2017,2024,7,Fair,2,29990,3500
Fujifilm,Lens,2017,2024,7,For Parts,1,29990,1500
Fujifilm,Lens,2017,2025,8,Excellent,4,29990,5500
Fujifilm,Lens,2017,2025,8,Good,3,29990,4000
Fujifilm,Lens,2017,2025,8,Fair,2,29990,3000
Fujifilm,Lens,2017,2025,8,For Parts,1,29990,1500
Leica,Lens,2020,2021,1,New (Open Box),6,299990,200000
Leica,Lens,2020,2021,1,Like New,5,299990,171000
Leica,Lens,2020,2021,1,Excellent,4,299990,165500
Leica,Lens,2020,2021,1,Good,3,299990,125000
Leica,Lens,2020,2021,1,Fair,2,299990,83500
Leica,Lens,2020,2022,2,Excellent,4,299990,137500
Leica,Lens,2020,2022,2,Good,3,299990,90500
Leica,Lens,2020,2022,2,Fair,2,299990,63000
Leica,Lens,2020,2022,2,For Parts,1,299990,35500
Leica,Lens,2020,2023,3,Excellent,4,299990,110500
Leica,Lens,2020,2023,3,Good,3,299990,90500
Leica,Lens,2020,2023,3,Fair,2,299990,56500
Leica,Lens,2020,2023,3,For Parts,1,299990,29000
Leica,Lens,2020,2024,4,Excellent,4,299990,105000
Leica,Lens,2020,2024,4,Good,3,299990,79500
Leica,Lens,2020,2024,4,Fair,2,299990,53000
Leica,Lens,2020,2024,4,For Parts,1,299990,24000
Leica,Lens,2020,2025,5,Excellent,4,299990,77500
Leica,Lens,2020,2025,5,Good,3,299990,56000
Leica,Lens,2020,2025,5,Fair,2,299990,45000
Leica,Lens,2020,2025,5,For Parts,1,299990,22000
Leica,Lens,2019,2021,2,Excellent,4,449990,174500
Leica,Lens,2019,2021,2,Good,3,449990,149500
Leica,Lens,2019,2021,2,Fair,2,449990,100000
Leica,Lens,2019,2021,2,For Parts,1,449990,48000
Leica,Lens,2019,2022,3,Excellent,4,449990,166000
Leica,Lens,2019,2022,3,Good,3,449990,117000
Leica,Lens,2019,2022,3,Fair,2,449990,95500
Leica,Lens,2019,2022,3,For Parts,1,449990,45500
Leica,Lens,2019,2023,4,Excellent,4,449990,138500
Leica,Lens,2019,2023,4,Good,3,449990,97000
Leica,Lens,2019,2023,4,Fair,2,449990,74000
Leica,Lens,2019,2023,4,For Parts,1,449990,40000
Leica,Lens,2019,2024,5,Excellent,4,449990,99500
Leica,Lens,2019,2024,5,Good,3,449990,94500
Leica,Lens,2019,2024,5,Fair,2,449990,62000
Leica,Lens,2019,2024,5,For Parts,1,449990,33000
Leica,Lens,2019,2025,6,Excellent,4,449990,97000
Leica,Lens,2019,2025,6,Good,3,449990,83500
Leica,Lens,2019,2025,6,Fair,2,449990,58500
Leica,Lens,2019,2025,6,For Parts,1,449990,29500
Leica,Lens,2021,2021,0,New (Open Box),6,199990,156500
Leica,Lens,2021,2021,0,Like New,5,199990,144000
Leica,Lens,2021,2021,0,Excellent,4,199990,109000
Leica,Lens,2021,2021,0,Good,3,199990,103500
Leica,Lens,2021,2021,0,Fair,2,199990,64000
Leica,Lens,2021,2022,1,New (Open Box),6,199990,128500
Leica,Lens,2021,2022,1,Like New,5,199990,118000
Leica,Lens,2021,2022,1,Excellent,4,199990,91000
Leica,Lens,2021,2022,1,Good,3,199990,82500
Leica,Lens,2021,2022,1,Fair,2,199990,59500
Leica,Lens,2021,2023,2,Excellent,4,199990,87000
Leica,Lens,2021,2023,2,Good,3,199990,62500
Leica,Lens,2021,2023,2,Fair,2,199990,47500
Leica,Lens,2021,2023,2,For Parts,1,199990,23500
Leica,Lens,2021,2024,3,Excellent,4,199990,65000
Leica,Lens,2021,2024,3,Good,3,199990,55500
Leica,Lens,2021,2024,3,Fair,2,199990,43000
Leica,Lens,2021,2024,3,For Parts,1,199990,20000
Leica,Lens,2021,2025,4,Excellent,4,199990,64000
Leica,Lens,2021,2025,4,Good,3,199990,56000
Leica,Lens,2021,2025,4,Fair,2,199990,36000
Leica,Lens,2021,2025,4,For Parts,1,199990,17000
Leica,Lens,2018,2021,3,Excellent,4,349990,149500
Leica,Lens,2018,2021,3,Good,3,349990,102500
Leica,Lens,2018,2021,3,Fair,2,349990,68500
Leica,Lens,2018,2021,3,For Parts,1,349990,35000
Leica,Lens,2018,2022,4,Excellent,4,349990,112500
Leica,Lens,2018,2022,4,Good,3,349990,85500
Leica,Lens,2018,2022,4,Fair,2,349990,57500
Leica,Lens,2018,2022,4,For Parts,1,349990,33000
Leica,Lens,2018,2023,5,Excellent,4,349990,94500
Leica,Lens,2018,2023,5,Good,3,349990,72000
Leica,Lens,2018,2023,5,Fair,2,349990,54500
Leica,Lens,2018,2023,5,For Parts,1,349990,24500
Leica,Lens,2018,2024,6,Excellent,4,349990,77500
Leica,Lens,2018,2024,6,Good,3,349990,65500
Leica,Lens,2018,2024,6,Fair,2,349990,40500
Leica,Lens,2018,2024,6,For Parts,1,349990,21000
Leica,Lens,2018,2025,7,Excellent,4,349990,74500
Leica,Lens,2018,2025,7,Good,3,349990,55500
Leica,Lens,2018,2025,7,Fair,2,349990,36500
Leica,Lens,2018,2025,7,For Parts,1,349990,17000
DJI,Drone,2023,2023,0,New (Open Box),6,159990,123500
DJI,Drone,2023,2023,0,Like New,5,159990,111000
DJI,Drone,2023,2023,0,Excellent,4,159990,93500
DJI,Drone,2023,2023,0,Good,3,159990,81500
DJI,Drone,2023,2023,0,Fair,2,159990,48000
DJI,Drone,2023,2024,1,New (Open Box),6,159990,112000
DJI,Drone,2023,2024,1,Like New,5,159990,92500
DJI,Drone,2023,2024,1,Excellent,4,159990,82500
DJI,Drone,2023,2024,1,Good,3,159990,60500
DJI,Drone,2023,2024,1,Fair,2,159990,48500
DJI,Drone,2023,2025,2,Excellent,4,159990,73500
DJI,Drone,2023,2025,2,Good,3,159990,58500
DJI,Drone,2023,2025,2,Fair,2,159990,35000
DJI,Drone,2023,2025,2,For Parts,1,159990,19000
DJI,Drone,2022,2022,0,New (Open Box),6,109990,89000
DJI,Drone,2022,2022,0,Like New,5,109990,70000
DJI,Drone,2022,2022,0,Excellent,4,109990,65500
DJI,Drone,2022,2022,0,Good,3,109990,54500
DJI,Drone,2022,2022,0,Fair,2,109990,38000
DJI,Drone,2022,2023,1,New (Open Box),6,109990,74000
DJI,Drone,2022,2023,1,Like New,5,109990,66500
DJI,Drone,2022,2023,1,Excellent,4,109990,60000
DJI,Drone,2022,2023,1,Good,3,109990,48000
DJI,Drone,2022,2023,1,Fair,2,109990,25500
